distance_overtaker;distance_stationary;direction;way_id;course;speed;time;geometry
1,06;1,62;1;128366375,0;3,5051566050191254;5,027777777777778;2022-08-02 05:36:00+00:00;POINT (14.338651103 51.769037527)
1,6600000000000001;;-1;225079641,0;3,346911790531004;4,444444444444445;2022-08-02 05:37:44+00:00;POINT (14.335082553 51.765243164)
2,12;2,73;-1;129144756,0;3,012670766798578;4,444444444444445;2022-08-02 05:38:22+00:00;POINT (14.332476802 51.765218301)
1,06;1,21;-1;129144756,0;3,027183877660612;4,444444444444445;2022-08-02 05:38:24+00:00;POINT (14.332344113 51.765230553)
0,58;2,18;-1;817790090,0;3,021617673610152;4,444444444444445;2022-08-02 05:38:29+00:00;POINT (14.331998088 51.765260776)
2,11;1,01;-1;817790090,0;2,9965079707275595;4,388888888888889;2022-08-02 05:38:30+00:00;POINT (14.331929028 51.765267871)
1,02;2,74;-1;129138634,0;2,9809043781488804;4,388888888888889;2022-08-02 05:38:32+00:00;POINT (14.331784598 51.765282711)
0,71;2,58;-1;129138634,0;2,9819952089313766;4,416666666666667;2022-08-02 05:38:33+00:00;POINT (14.331713031 51.765290069)
0,96;;-1;129138634,0;2,869289176220441;4,611111111111112;2022-08-02 05:38:40+00:00;POINT (14.331219138 51.765342979)
2,23;;1;141561211,0;2,918549698094579;5,138888888888888;2022-08-02 05:40:26+00:00;POINT (14.323265225 51.766348967)
2,46;2,71;-1;141561211,0;0,14477558505170518;2,2777777777777777;2022-08-02 05:40:59+00:00;POINT (14.321330713 51.766438432)
1,56;;-1;141561211,0;6,209955480556109;3,75;2022-08-02 05:41:04+00:00;POINT (14.32159482 51.766451967)
1,83;;-1;141561211,0;6,094978425422479;4,277777777777778;2022-08-02 05:41:41+00:00;POINT (14.324199447 51.76622655)
;2,73;-1;141561211,0;6,129110782406181;4,25;2022-08-02 05:41:44+00:00;POINT (14.324389012 51.76620227)
1,41;;-1;141561211,0;6,114559623366453;4,305555555555555;2022-08-02 05:41:47+00:00;POINT (14.32459664 51.76617618)
1,47;1,31;-1;128572896,0;3,4664664952267654;4,277777777777778;2022-08-02 15:18:17+00:00;POINT (14.318410057 51.76581716)
1,16;1,76;-1;128572896,0;3,499964250494442;4,361111111111111;2022-08-02 15:18:19+00:00;POINT (14.318277864 51.76578441)
1,76;1,51;-1;128572896,0;3,372845637886388;4,5;2022-08-02 15:18:46+00:00;POINT (14.316538247 51.765417127)
1,5;1,72;-1;128572896,0;3,3258620725544015;4,611111111111112;2022-08-02 15:18:49+00:00;POINT (14.316326916 51.765392762)
1,9000000000000001;1,94;-1;897114839,0;3,239654675744795;4,611111111111112;2022-08-02 15:19:19+00:00;POINT (14.314255976 51.765256672)
1,19;1,7;-1;897114839,0;3,2283536688381322;4,638888888888888;2022-08-02 15:19:20+00:00;POINT (14.314189107 51.765254808)
1,87;1,93;-1;897221428,0;3,2137407251428844;4,527777777777778;2022-08-02 15:19:22+00:00;POINT (14.314069424 51.765251469)
0,68;1,74;-1;897221428,0;3,2148636699836177;4,527777777777778;2022-08-02 15:19:23+00:00;POINT (14.313998491 51.765249489)
1,1300000000000001;1,97;1;897221428,0;0,9008002062039394;2,5277777777777777;2022-08-02 15:19:46+00:00;POINT (14.314053853 51.765251035)
1,6300000000000001;1,93;1;897114839,0;0,6451499624254164;2,0277777777777777;2022-08-02 15:19:49+00:00;POINT (14.314212687 51.765255466)
1,3900000000000001;1,92;1;129438944,0;0,13674532516327934;4,638888888888888;2022-08-02 15:21:42+00:00;POINT (14.321022303 51.765940886)
1,05;1,82;1;129438944,0;0,10493128902500141;4,972222222222221;2022-08-02 15:21:44+00:00;POINT (14.321048775 51.766015729)
2,33;;-1;141561211,0;6,105347426508577;4,75;2022-08-02 15:22:28+00:00;POINT (14.324608292 51.766174716)
1,08;;-1;141561211,0;6,009491151462245;3,416666666666667;2022-08-02 15:22:34+00:00;POINT (14.324937001 51.766132958)
2,74;1,6400000000000001;-1;141561211,0;5,685056085599224;4,055555555555555;2022-08-02 15:22:52+00:00;POINT (14.326123607 51.765982069)
0,89;2,2800000000000002;-1;141561211,0;5,742178268556046;4,166666666666667;2022-08-02 15:22:53+00:00;POINT (14.32619536 51.765972727)
2,65;;1;1024246630,0;0,05412649982869851;0,0;2022-08-02 15:23:54+00:00;POINT (14.3279905 51.765420999)
1,23;;1;1024246630,0;6,184134381470404;1,5555555555555554;2022-08-02 15:23:58+00:00;POINT (14.3279905 51.765420999)
2,75;1,22;1;1024246630,0;6,029045122269888;2,611111111111111;2022-08-02 15:24:02+00:00;POINT (14.328044734 51.76541313)
0,71;1,12;1;1024246630,0;5,835775389418596;2,972222222222222;2022-08-02 15:24:04+00:00;POINT (14.3281307 51.765400699)
2,74;0,9;1;1024246630,0;5,645573247260608;3,1666666666666665;2022-08-02 15:24:08+00:00;POINT (14.3281307 51.765400699)
1,18;;1;1024246630,0;5,608180266168331;3,083333333333333;2022-08-02 15:24:09+00:00;POINT (14.3281307 51.765400699)
1,27;;1;129144756,0;0,1796996233841118;1,4166666666666665;2022-08-02 15:25:34+00:00;POINT (14.332251314 51.765239121)
